State County Code,AQI,ALAND,AWATER,INTPTLAT,INTPTLONG,PCP,TEMP,WIND,Region,Personal income (thousands of dollars),Population (persons),Per capita personal income (dollars),Construction,Manufacturing,Wholesale trade,Retail trade,Information,"Professional scientific and technical services",Administrative and support and waste management and remediation services,Other services (except government and government enterprises),Farm earnings Forestry Fishing Mining Quarrying Oil Gas extraction,Finance Insurance Real estate Rental Leasing,Arts Entertainment Recreation Accommodation Food services,Workers 16 years and over,Car truck or van,Car truck or van-Drove alone,Car truck or van-Carpooled,Public transportation (excluding taxicab),Walked,Bicycle,Taxicab motorcycle or other means,Worked at home,No vehicle available,1 vehicle available,2 vehicles available,3 or more vehicles available,State Code,County Code,AQI Label
45019,38.697222222222216,2376182162,1141000425,32.800458,-79.94248,55.49,67.3,1.8372460764705896,5.0,21121645.0,396484.0,53272.0,1240728.0,1535691.0,540332.0,1230027.0,316208.0,1789553.0,898957.0,600033.0,21944.0,1889255.0,1307583.0,198406.0,86.1,78.1,8.0,1.1,3.3,1.2,1.0,7.3,3.0,24.2,46.4,26.4,45,19,0
45021,41.72093023255814,1017058336,11701051,35.049796,-81.607647,26.56,61.7,,5.0,1700836.0,56646.0,30026.0,,364978.0,29910.0,69398.0,5513.0,13364.0,31296.0,47362.0,4442.02,33661.0,44928.0,,,,,,,,,,,,,,45,21,1
45025,39.58426966292135,2069534791,17248205,34.637018,-80.159227,50.43,63.8,0.8459650222222219,5.0,1416411.0,46013.0,30783.0,41832.0,310671.0,19447.0,38875.0,6930.0,,20349.0,32915.0,3659.02,14245.0,22417.0,,,,,,,,,,,,,,45,25,1
45029,36.99416909620992,2736299921,198896760,32.835018,-80.655244,58.44,66.7,,5.0,1303126.0,37923.0,34362.0,39569.0,47966.0,29427.0,45968.0,9932.0,,35855.0,32546.0,-1504.98,23623.0,28858.0,,,,,,,,,,,,,,45,29,0
45031,39.63485477178424,1453370733,14647308,34.332184999999996,-79.962115,53.93,64.6,,5.0,2345820.0,67234.0,34890.0,86369.0,346816.0,63464.0,72245.0,6017.0,21662.0,46864.0,51379.0,-1951.0,32929.0,34237.0,,,,,,,,,,3.1,19.4,42.2,35.3,45,31,1
45037,42.52449567723343,1296025456,16321055,33.776498,-81.968245,34.43,65.2,,5.0,867726.0,26358.0,32921.0,30191.0,62398.0,,17065.0,2152.0,,13636.0,26433.0,8670.02,7569.0,,,,,,,,,,,,,,,45,37,1
45041,32.9396551724138,2071894715,9743913,34.028535,-79.710233,55.19,65.4,,5.0,5307939.0,138742.0,38258.0,137096.0,434163.0,190182.0,305926.0,56952.0,232702.0,121173.0,140497.0,373.02,495944.0,172951.0,59746.0,96.5,87.5,9.0,0.3,0.7,0.0,0.5,2.0,2.0,18.7,43.3,36.0,45,41,0
45043,16.932307692307695,2107183538,572535186,33.417531,-79.29633299999999,57.51,65.5,,5.0,2590733.0,61399.0,42195.0,83349.0,183416.0,28175.0,102310.0,9944.0,73772.0,53412.0,59022.0,2951.0200000000004,108820.0,124597.0,,,,,,,,,,,,,,45,43,0
45045,46.2568306010929,2033561297,25132347,34.892645,-82.372077,36.58,62.2,2.5412197679999995,5.0,22094260.0,498766.0,44298.0,1293469.0,2434302.0,1326639.0,1132925.0,499216.0,1690704.0,1520740.0,655876.0,10558.0,1580419.0,782314.0,237621.0,92.9,83.1,9.9,0.3,1.3,0.0,1.1,4.4,1.5,20.6,44.6,33.2,45,45,1
45051,25.654411764705888,2936847555,313594247,33.909269,-78.976675,57.63,65.1,,5.0,10901662.0,322342.0,33820.0,494665.0,187057.0,172153.0,796194.0,132462.0,314174.0,309369.0,324267.0,22231.0,668921.0,1064747.0,142566.0,91.5,84.1,7.4,0.3,2.5,0.1,1.3,4.3,1.7,21.9,45.5,30.9,45,51,0
45063,36.99723756906077,1810553175,151957605,33.892589,-81.27283100000001,41.07,65.3,,5.0,12261518.0,286196.0,42843.0,543286.0,943846.0,626644.0,610672.0,134307.0,341194.0,339693.0,347684.0,13997.0,378981.0,294716.0,135052.0,93.7,84.9,8.8,0.2,0.3,0.0,2.3,3.5,1.5,17.8,42.4,38.4,45,63,0
45073,39.544198895027634,1622113936,122274812,34.748771000000005,-83.061543,35.29,62.2,,5.0,2967386.0,76355.0,38863.0,101792.0,447588.0,39243.0,112036.0,14370.0,,78783.0,71033.0,-532.98,52399.0,56025.0,31936.0,91.1,81.8,9.3,1.4,1.5,0.0,1.4,4.5,3.1,19.2,36.5,41.3,45,73,1
45077,45.351351351351354,1285536069,40610296,34.88538,-82.723376,37.92,62.3,,5.0,4279897.0,122863.0,34835.0,118276.0,371102.0,39000.0,177658.0,23325.0,62310.0,51476.0,92628.0,-1918.98,79511.0,128437.0,,,,,,,,,,2.2,17.0,40.1,40.7,45,77,1
45079,45.0,1961023568,37825224,34.029095,-80.898037,43.76,65.5,2.2460597569060763,5.0,17301307.0,409549.0,42245.0,621385.0,801394.0,751770.0,818708.0,299839.0,1381815.0,717172.0,522793.0,2497.0200000000004,1807214.0,581152.0,197953.0,84.6,76.2,8.4,0.9,8.1,0.3,2.8,3.4,2.9,25.6,44.1,27.4,45,79,1
45083,44.22507122507123,2092597504,29211230,34.93329,-81.99106,32.12,62.4,,5.0,11873558.0,301463.0,39386.0,580009.0,2210350.0,594071.0,570816.0,71940.0,394943.0,390109.0,331735.0,17170.0,445623.0,359666.0,136539.0,93.4,85.3,8.1,1.0,1.2,0.3,1.2,2.9,2.1,19.8,39.3,38.8,45,83,1
45091,39.8,1762994167,39140861,34.970188,-81.183187,31.0,62.1,,5.0,10486063.0,258526.0,40561.0,334397.0,851168.0,415032.0,411700.0,182055.0,,317644.0,266529.0,26358.0,475088.0,249666.0,124719.0,92.6,83.6,9.0,0.2,0.8,0.1,0.5,5.8,1.3,15.6,44.1,38.9,45,91,1
46011,34.15890410958904,2051807236,32967600,44.376675,-96.797797,30.54,46.4,,4.0,1471603.0,34135.0,43111.0,79340.0,325344.0,70090.0,64173.0,6243.0,38084.0,9940.0,36174.0,49802.02,58441.0,39919.0,,,,,,,,,,,,,,46,11,0
46013,24.159663865546218,4436728246,46414522,45.589254,-98.352175,23.0,46.8,,4.0,1916425.0,39128.0,48978.0,98789.0,216860.0,74642.0,113764.0,21472.0,41124.0,40638.0,49717.0,559.02,111940.0,85809.0,,,,,,,,,,,,,,46,13,0
46029,26.363387978142075,1782118025,75327848,44.966285,-97.198837,25.8,45.7,,4.0,1213291.0,28063.0,43235.0,64790.0,180811.0,44824.0,88054.0,9806.0,24402.0,10940.0,38457.0,25746.0,69919.0,32488.0,,,,,,,,,,,,,,46,29,0
46033,39.904371584699454,4032614487,5482590,43.684943,-103.46225,16.48,48.4,4.95741789614243,4.0,373242.0,8596.0,43420.0,12861.0,1981.0,,10589.0,1210.0,,3950.0,7929.0,6025.0,6008.0,22754.0,,,,,,,,,,,,,,46,33,1
46065,17.985795454545453,1920594000,153254264,44.384452,-99.975684,19.16,49.1,,4.0,878104.0,17600.0,49892.0,34326.0,11017.0,30212.0,48379.0,6532.0,39204.0,,31335.0,9074.0,57622.0,23229.0,,,,,,,,,,,,,,46,65,0
46071,37.1510989010989,4827513893,19097106,43.677506,-101.626323,17.26,50.3,,4.0,75559.0,3326.0,22718.0,1305.0,,952.0,2657.0,,,,2166.0,-1361.98,,,,,,,,,,,,,,,,46,71,0
46093,33.93715846994535,8989705454,30713795,44.605282,-102.714169,15.05,48.9,6.026626150273224,4.0,1085293.0,27693.0,39190.0,69073.0,16817.0,12474.0,41773.0,2544.0,16402.0,9780.0,26003.0,8311.02,21962.0,26146.0,,,,,,,,,,,,,,46,93,0
46099,40.658469945355186,2090540344,17349847,43.667472,-96.795726,29.15,48.5,4.315451781115881,4.0,9584437.0,187318.0,51167.0,519636.0,683457.0,567173.0,686345.0,220601.0,511269.0,187159.0,309166.0,20572.02,1431458.0,344850.0,102473.0,91.6,83.3,8.3,0.9,3.2,0.2,0.3,3.8,1.2,18.4,44.9,35.5,46,99,1
46103,32.631147540983605,7191326571,19944969,44.002349,-102.823801,15.75,48.6,,4.0,5113695.0,109372.0,46755.0,314611.0,141817.0,158944.0,292555.0,45838.0,168683.0,74566.0,164407.0,15423.0,281364.0,212744.0,51864.0,89.6,83.3,6.4,0.3,2.7,0.7,1.4,5.3,2.5,18.5,39.6,39.5,46,103,0
46127,36.877049180327866,1193294714,16562654,42.831106,-96.650829,30.5,50.0,,4.0,1468441.0,14934.0,98329.0,31302.0,119076.0,139148.0,35333.0,5426.0,30168.0,36158.0,13279.0,42617.01,73875.0,19637.0,,,,,,,,,,,,,,46,127,0
47001,28.182584269662925,873292844,19724754,36.116731,-84.195418,49.32,59.5,,5.0,2978570.0,75936.0,39225.0,93131.0,964644.0,58279.0,122937.0,,521400.0,219163.0,,-4514.98,121488.0,70492.0,,,,,,,,,,1.0,19.1,44.4,35.5,47,1,0
47009,45.05737704918032,1447307020,20307851,35.688185,-83.922973,45.41,60.0,2.4340075352564083,5.0,5047187.0,128670.0,39226.0,296237.0,619790.0,144971.0,275066.0,32862.0,142857.0,111283.0,172116.0,-8591.98,185832.0,161348.0,59291.0,93.7,84.7,9.0,0.0,0.2,0.0,0.7,5.3,1.0,15.2,42.4,41.5,47,9,1
47025,38.36627906976744,1125581221,18090601,36.501542,-83.66072199999999,46.68,56.8,,5.0,1017761.0,31757.0,32048.0,28535.0,103123.0,,34656.0,1813.0,9811.0,9098.0,27479.0,8495.0,22577.0,13062.0,,,,,,,,,,,,,,47,25,0
47037,46.265027322404364,1304953365,56649279,36.169129,-86.78479,45.41,61.4,,5.0,39889221.0,684410.0,58283.0,2455376.0,1519660.0,2343841.0,2559329.0,1231568.0,4797580.0,2343413.0,1470603.0,77862.0,3804786.0,4121486.0,362855.0,88.1,78.5,9.6,2.0,2.2,0.2,0.9,6.7,2.2,25.5,45.5,26.7,47,37,1
47041,37.99430199430199,788283759,63786567,35.982219,-85.833596,48.86,60.1,,5.0,664964.0,19361.0,34346.0,17423.0,127145.0,5100.0,18973.0,6924.0,43229.0,,14830.0,23889.01,7713.0,14028.0,,,,,,,,,,,,,,47,41,0
47045,25.14583333333333,1326939562,36775687,36.052831,-89.40359000000001,49.76,61.8,,5.0,1440262.0,37708.0,38195.0,74292.0,252799.0,,79337.0,5764.0,,42719.0,36139.0,-8275.99,45512.0,44911.0,,,,,,,,,,,,,,47,45,0
47065,47.579861111111114,1404935852,86587760,35.160762,-85.197711,41.15,61.6,,5.0,17190553.0,357738.0,48053.0,904175.0,1856990.0,656021.0,855899.0,185561.0,851777.0,626999.0,595337.0,5314.0,1821409.0,641344.0,159114.0,91.9,83.0,8.8,1.0,1.9,0.2,0.6,4.5,2.1,20.8,38.2,39.0,47,65,1
47089,50.640167364016726,711873312,102176881,36.048479,-83.440966,38.52,60.0,,5.0,1763208.0,53535.0,32936.0,,138730.0,,63544.0,3725.0,22537.0,20580.0,42089.0,442.01,22977.0,39619.0,,,,,,,,,,,,,,47,89,1
47093,47.76229508196721,1316269093,45712672,35.992726,-83.937721,45.31,60.6,,5.0,21121133.0,456132.0,46305.0,938512.0,960222.0,1143104.0,1475456.0,505557.0,1270063.0,985388.0,660508.0,9949.0,1207485.0,761115.0,225892.0,90.9,83.7,7.2,0.5,1.9,0.1,0.6,5.9,1.6,19.6,42.4,36.4,47,93,1
47099,26.0,1598356132,2228677,35.220476,-87.396546,46.58,61.1,,5.0,1372894.0,43081.0,31868.0,53781.0,120830.0,20331.0,71771.0,4712.0,19533.0,6528.0,46406.0,-3928.98,23124.0,22089.0,,,,,,,,,,,,,,47,99,0
47105,48.28571428571429,593760992,46923925,35.73745,-84.316204,44.86,61.0,,5.0,2257200.0,51454.0,43868.0,101708.0,184771.0,33664.0,80255.0,4036.0,42218.0,56427.0,56709.0,26821.02,41566.0,43570.0,,,,,,,,,,,,,,47,105,1
47107,34.739495798319325,1114009036,5340572,35.424471000000004,-84.619962,43.06,61.2,,5.0,1793856.0,52850.0,33942.0,60146.0,444366.0,30891.0,76814.0,6130.0,,49340.0,46449.0,-4314.98,49851.0,32501.0,,,,,,,,,,,,,,47,107,0
47113,26.93913043478261,1442901132,3930429,35.606056,-88.833424,52.77,61.9,,5.0,3916389.0,97663.0,40101.0,240601.0,619039.0,174058.0,263497.0,31246.0,116453.0,188957.0,119673.0,-11833.98,142629.0,122939.0,,,,,,,,,,3.2,20.4,39.9,36.4,47,113,0
47119,26.536363636363635,1588021145,6319196,35.615696,-87.077763,41.63,60.7,,5.0,3437891.0,89981.0,38207.0,186954.0,507345.0,103271.0,147244.0,33591.0,75836.0,83791.0,115084.0,-9966.98,233822.0,93798.0,40326.0,94.5,90.0,4.5,0.2,0.0,0.0,1.5,3.7,1.3,17.0,43.0,38.7,47,119,0
47125,31.724458204334365,1396434035,12076781,36.500353999999994,-87.380887,49.13,61.0,,5.0,7668032.0,195734.0,39176.0,248500.0,287387.0,108752.0,343371.0,60766.0,116339.0,116793.0,185221.0,25981.0,168470.0,183082.0,88739.0,94.5,88.9,5.6,0.8,1.1,0.0,0.4,3.2,0.7,22.7,44.6,32.0,47,125,0
47141,29.508196721311478,1038860606,3777709,36.14094,-85.49618000000001,50.81,59.3,,5.0,2826005.0,75931.0,37218.0,147590.0,288732.0,112175.0,204434.0,22389.0,93329.0,85023.0,91255.0,-4736.0,110471.0,113228.0,,,,,,,,,,1.0,20.1,48.3,30.6,47,141,0
47145,35.384615384615394,934284686,88700776,35.847249,-84.523942,45.53,60.6,,5.0,2021597.0,52874.0,38234.0,,60698.0,23752.0,62656.0,,741484.0,99928.0,,-5583.98,24024.0,30287.0,,,,,,,,,,,,,,47,145,0
47155,45.837988826815646,1534562013,13491050,35.801809999999996,-83.51569599999999,42.58,58.0,6.61536984848485,5.0,3507799.0,96673.0,36285.0,137417.0,92164.0,50266.0,306808.0,14457.0,67588.0,92401.0,107807.0,-3760.98,156347.0,804961.0,,,,,,,,,,1.5,18.7,35.5,44.3,47,155,1
47157,44.38251366120218,1977687718,55517852,35.183794,-89.895397,60.18,63.8,4.87984039452055,5.0,43210184.0,934603.0,46234.0,1812787.0,3832621.0,2895640.0,2473391.0,404964.0,1759450.0,2427162.0,1431219.0,-4101.98,3193781.0,1628946.0,422897.0,92.1,81.9,10.1,1.5,1.5,0.1,1.0,3.8,3.7,27.1,39.3,30.0,47,157,1
47163,50.62568306010929,1070732771,42201523,36.510213,-82.299396,38.66,57.8,,5.0,6164041.0,156667.0,39345.0,373176.0,1180580.0,164084.0,334440.0,76441.0,162169.0,190208.0,187535.0,-7647.0,175590.0,189120.0,66133.0,93.2,86.4,6.8,0.2,1.2,0.1,1.7,3.5,0.8,17.2,38.2,43.8,47,163,1
47165,42.85614035087719,1371067660,35857194,36.473442999999996,-86.45979799999999,52.22,60.2,,5.0,7913995.0,180063.0,43951.0,461904.0,505407.0,224917.0,333283.0,49918.0,283658.0,138324.0,241171.0,-4783.98,230292.0,185074.0,88419.0,92.7,85.2,7.5,0.3,0.5,0.1,1.3,5.2,0.6,16.5,44.6,38.3,47,165,1
47173,11.05,579031092,61051992,36.28414,-83.836088,46.23,58.5,,5.0,560470.0,19140.0,29283.0,,27381.0,7178.0,12406.0,,,4955.0,15970.0,-4351.98,900.01,4543.0,,,,,,,,,,,,,,47,173,0
47187,40.25819672131148,1508923180,3012752,35.894845000000004,-86.897886,42.86,60.7,,5.0,19934040.0,219107.0,90979.0,880683.0,280100.0,590688.0,909608.0,431646.0,1925335.0,798850.0,379998.0,-5707.98,1790053.0,684414.0,106777.0,87.9,81.1,6.8,0.7,1.2,0.0,1.5,8.7,0.4,11.2,47.0,41.4,47,187,1
47189,42.84888888888889,1479053208,32002363,36.148476,-86.29021,48.22,60.7,,5.0,5928730.0,132781.0,44650.0,303429.0,312079.0,,362997.0,30663.0,154260.0,94410.0,169913.0,-12545.98,173146.0,149654.0,,,,,,,,,,0.9,13.2,37.8,48.1,47,189,1
48027,38.994520547945214,2722143949,95339601,31.042312,-97.481404,42.08,68.9,5.870403682892902,6.0,14086190.0,340411.0,41380.0,605084.0,442778.0,331542.0,599906.0,84753.0,338859.0,154473.0,323773.0,6208.02,387212.0,264991.0,155182.0,92.7,81.6,11.1,0.8,2.0,0.2,0.5,3.9,2.2,21.0,47.1,29.7,48,27,0
48029,46.05464480874317,3211269024,41953084,29.448671,-98.520147,45.17,70.7,4.8066027052965214,6.0,84122309.0,1928680.0,43617.0,3496940.0,2718431.0,2413032.0,4097648.0,1840127.0,4485828.0,2837368.0,2108247.0,5043679.0,8054257.0,3320031.0,891648.0,89.4,78.3,11.1,2.8,1.9,0.2,1.4,4.3,2.8,21.6,41.6,34.0,48,29,1
48037,36.60805860805861,2292153750,98319961,33.446062,-94.422393,48.42,65.9,2.7648532464285696,6.0,3557231.0,93860.0,37899.0,110099.0,102792.0,129145.0,219991.0,18613.0,72638.0,64154.0,123750.0,19378.0,180697.0,112197.0,,,,,,,,,,2.4,26.0,36.2,35.4,48,37,0
48039,39.22677595628414,3516716953,649539534,29.167817,-95.434647,56.03,72.3,4.614561122950823,6.0,15528652.0,354195.0,43842.0,1449421.0,1900951.0,266677.0,514185.0,30768.0,432072.0,269044.0,395642.0,264009.0,326597.0,299738.0,159779.0,96.2,87.1,9.2,0.1,0.9,0.0,0.7,2.1,1.3,13.0,46.5,39.1,48,39,1
48043,40.1866295264624,16015870002,22063764,29.808996999999998,-103.25245799999999,15.33,67.0,5.982260340659344,6.0,400928.0,9200.0,43579.0,23625.0,1532.0,11123.0,11104.0,6955.0,13337.0,2687.0,12130.0,1458.01,9165.0,25295.0,,,,,,,,,,,,,,48,43,1
48061,41.975409836065566,2307891059,998035120,26.102923,-97.47895799999999,22.61,76.5,6.307592074074076,6.0,11420964.0,422135.0,27055.0,319209.0,340553.0,209027.0,640728.0,59431.0,185979.0,343032.0,359357.0,99345.0,325987.0,351067.0,153471.0,93.5,85.1,8.4,0.9,1.2,0.3,2.0,2.2,1.8,26.3,36.2,35.7,48,61,1
48085,39.44628099173553,2179048311,116061348,33.194736999999996,-96.579707,44.06,66.4,5.726498264383558,6.0,57482679.0,939585.0,61179.0,2263794.0,2886959.0,2112335.0,2900469.0,2089387.0,4997005.0,1787295.0,1131709.0,567210.0,4932335.0,1887354.0,480355.0,88.4,81.7,6.7,1.1,0.8,0.1,1.0,8.6,0.9,18.0,46.9,34.1,48,85,1
48109,15.477876106194689,9873439554,556134,31.445908000000003,-104.526945,12.92,63.7,,6.0,94672.0,2198.0,43072.0,,,1703.0,10684.0,0.0,,,2147.0,4918.01,,,,,,,,,,,,,,,,48,109,0
48113,45.997267759562845,2261231972,92085898,32.766987,-96.778424,40.87,67.8,4.764932409912538,6.0,135916677.0,2574984.0,52784.0,9925045.0,10690722.0,12507937.0,7748629.0,6225275.0,21451359.0,9402592.0,4160099.0,5887062.0,19769114.0,7038812.0,1263865.0,89.9,79.0,10.9,2.6,1.4,0.1,1.5,4.4,3.0,23.9,41.1,32.0,48,113,1
48121,44.51912568306011,2275390903,192621990,33.205132,-97.12114,43.17,66.7,6.2216830423497225,6.0,41382815.0,806180.0,51332.0,1556551.0,1312840.0,1462504.0,1316314.0,396181.0,1690652.0,907237.0,922620.0,301559.0,1589220.0,863739.0,430474.0,88.1,79.6,8.5,1.0,1.2,0.2,1.0,8.5,0.7,17.1,47.2,35.1,48,121,1
48135,29.389041095890413,2325100483,10596946,31.865301000000002,-102.542507,15.45,66.4,6.815086092896173,6.0,6538112.0,157462.0,41522.0,718802.0,397666.0,449726.0,367176.0,22890.0,180910.0,98562.0,255875.0,1019822.01,284305.0,196701.0,70305.0,96.2,81.1,15.1,0.4,1.5,0.1,0.1,1.7,2.3,24.6,39.5,33.7,48,135,0
48139,41.587431693989075,2423345826,41669402,32.346878000000004,-96.79694,43.89,67.8,7.1855052127659516,6.0,6755810.0,168499.0,40094.0,344760.0,769804.0,124193.0,226780.0,21918.0,,124758.0,158065.0,31533.0,128104.0,108862.0,80164.0,92.3,83.4,8.9,0.4,1.5,0.0,0.6,5.3,0.9,12.7,39.8,46.7,48,139,1
48141,53.30874316939891,2624144487,5443531,31.766403000000004,-106.24139,9.73,65.4,5.342996169514712,6.0,27612562.0,837918.0,32954.0,864269.0,1083630.0,764696.0,1524359.0,307992.0,675536.0,875888.0,729588.0,26085.0,1002128.0,768772.0,358230.0,91.9,81.2,10.7,1.7,1.7,0.3,1.3,3.2,2.5,20.4,36.8,40.2,48,141,1
48149,28.595567867036014,2460509745,25381859,29.877886,-96.921231,49.53,71.0,,6.0,1212116.0,25149.0,48197.0,50138.0,42789.0,43842.0,55639.0,6342.0,23196.0,,24369.0,36332.0,41655.0,25632.0,,,,,,,,,,,,,,48,149,0
48167,44.38251366120218,981463489,1281660465,29.228365999999998,-94.895426,58.89,72.1,8.663600642076508,6.0,15682608.0,329431.0,47605.0,686752.0,942129.0,201518.0,525863.0,42441.0,463542.0,250994.0,336873.0,126098.0,528847.0,468678.0,150503.0,91.1,80.8,10.3,0.8,2.1,0.6,0.9,4.6,1.7,18.0,41.2,39.1,48,167,1
48183,36.96994535519126,708030601,6227994,32.486397,-94.816276,50.55,67.0,4.056193213114756,6.0,5516563.0,123745.0,44580.0,621807.0,496938.0,331055.0,395461.0,51774.0,256241.0,167146.0,173829.0,467525.0,253877.0,168512.0,53407.0,91.9,86.0,5.9,0.0,2.1,0.1,0.8,5.1,1.7,21.5,47.0,29.8,48,183,0
48201,54.14207650273224,4415561579,188066851,29.857273,-95.39303699999999,63.69,71.6,4.569738741860818,6.0,240752454.0,4589928.0,52452.0,20393748.0,20982265.0,15868725.0,10906055.0,2610687.0,29130378.0,11281719.0,7154663.0,18005718.0,18265864.0,7976731.0,2162106.0,90.5,79.8,10.6,2.4,1.6,0.3,1.5,3.8,2.5,24.8,41.4,31.4,48,201,1
48203,38.10928961748635,2330820877,40969486,32.547990999999996,-94.374434,56.48,67.1,2.247266846938773,6.0,2737578.0,66534.0,41146.0,130435.0,455611.0,76182.0,80605.0,12086.0,,34354.0,88552.0,268730.0,104691.0,35134.0,,,,,,,,,,0.7,21.4,44.3,33.6,48,203,0
48215,39.78142076502732,4068610438,31102594,26.396384,-98.18099000000001,19.17,76.9,5.4908802226775935,6.0,21080611.0,849843.0,24805.0,655769.0,359522.0,751827.0,1474445.0,140703.0,437585.0,437558.0,714941.0,429807.0,660231.0,608261.0,308693.0,89.5,82.0,7.5,0.4,1.2,0.0,3.8,5.0,1.9,22.7,41.3,34.1,48,215,1
48221,37.07945205479452,1089485886,41920086,32.430149,-97.831677,37.96,67.0,5.1019416813186815,6.0,2709490.0,56857.0,47654.0,105706.0,51712.0,47111.0,96939.0,11169.0,51023.0,,56624.0,278216.0,96135.0,50681.0,,,,,,,,,,,,,,48,221,0
48227,20.642857142857142,2333039139,8841781,32.303471,-101.438772,23.61,65.4,7.090086172413793,6.0,1229092.0,36708.0,33483.0,57352.0,111246.0,31825.0,50257.0,14754.0,19546.0,8550.0,37405.0,68411.0,33116.0,31340.0,,,,,,,,,,,,,,48,227,0
48231,35.35245901639344,2176416248,108012306,33.123292,-96.084202,43.74,66.8,4.036907054644813,6.0,3230202.0,92073.0,35083.0,119663.0,846556.0,48158.0,132859.0,10238.0,81363.0,,78015.0,4403.02,51459.0,56425.0,41883.0,91.3,78.4,12.9,0.1,2.2,0.0,1.4,5.1,2.6,18.2,36.9,42.2,48,231,0
48233,26.525423728813557,2298408146,19507501,35.837047,-101.362746,18.16,61.1,8.490650233333332,6.0,891021.0,21511.0,41422.0,148238.0,135354.0,16966.0,34482.0,,18876.0,,21900.0,205399.01,14933.0,21300.0,,,,,,,,,,,,,,48,233,0
48245,47.139344262295076,2269631416,612122543,29.854,-94.149331,70.48,71.1,4.997708061914683,6.0,10648984.0,254679.0,41813.0,1179437.0,2291209.0,451579.0,582820.0,69730.0,688526.0,254633.0,387978.0,85931.0,366789.0,290825.0,104822.0,96.2,90.4,5.8,1.1,0.5,0.1,1.2,1.0,2.4,27.1,42.1,28.4,48,245,1
48251,43.137254901960794,1877222092,25004302,32.379821,-97.364959,40.81,67.3,6.318625069672128,6.0,6244677.0,163274.0,38247.0,332630.0,467606.0,105927.0,243037.0,32085.0,82365.0,89185.0,177192.0,104523.0,109734.0,93195.0,73388.0,96.0,89.9,6.2,0.0,1.1,0.1,0.4,2.4,0.5,17.3,49.9,32.3,48,251,1
48257,38.39617486338798,2021959940,69765358,32.598944,-96.28837800000001,46.48,67.3,4.6235296775956245,6.0,4575547.0,118350.0,38661.0,263787.0,260895.0,93216.0,153573.0,9237.0,,33879.0,118482.0,4861.0,75696.0,62978.0,53847.0,94.0,84.0,10.0,0.1,0.5,0.4,1.1,4.0,3.2,12.1,39.4,45.3,48,257,0
48273,32.928104575163395,2282572442,541041664,27.438734999999998,-97.66062,26.59,75.0,10.99359030724638,6.0,1111244.0,31690.0,35066.0,25481.0,20746.0,732.0,46471.0,9730.0,,7320.0,29732.0,32727.0,24629.0,30939.0,,,,,,,,,,,,,,48,273,0
48303,22.605042016806728,2319585355,13217278,33.611469,-101.81994399999999,17.42,62.4,6.04615636923077,6.0,11748703.0,303137.0,38757.0,569017.0,267947.0,532993.0,746272.0,239707.0,403143.0,236671.0,377837.0,112053.0,650982.0,427475.0,142400.0,93.8,81.7,12.1,0.8,1.6,0.7,0.6,2.5,2.2,24.3,45.0,28.6,48,303,0
48309,36.04657534246575,2686101576,59883892,31.549493,-97.201472,43.48,68.2,6.385666013661201,6.0,9452592.0,247934.0,38125.0,581923.0,1279564.0,291586.0,448565.0,67395.0,309240.0,297562.0,298182.0,35237.0,593088.0,279683.0,113420.0,92.5,81.2,11.3,0.3,1.8,0.3,1.4,3.7,2.8,20.6,40.2,36.4,48,309,0
48323,31.2888198757764,3313819221,31869807,28.729786999999998,-100.316678,29.35,71.7,5.286065092896173,6.0,1570667.0,57685.0,27228.0,51730.0,31863.0,,88713.0,5104.0,17801.0,8247.0,38348.0,23326.0,29951.0,33725.0,,,,,,,,,,,,,,48,323,0
48331,3.4761904761904763,2633655687,12720745,30.791241999999997,-96.98439499999999,46.76,69.2,4.481572325581396,6.0,900345.0,24871.0,36201.0,76308.0,36926.0,12809.0,21437.0,2617.0,,15816.0,16597.0,18034.0,18647.0,9359.0,,,,,,,,,,,,,,48,331,0
48339,44.12021857923497,2698558980,90549610,30.300611,-95.49471899999999,67.02,70.5,4.5309420710382495,6.0,31553145.0,556203.0,56730.0,1897120.0,895976.0,687524.0,972477.0,126253.0,1434998.0,697534.0,618743.0,1550142.0,938125.0,653206.0,253107.0,90.2,81.5,8.6,0.9,0.8,0.1,1.4,6.6,1.8,17.1,46.4,34.8,48,339,1
48349,40.86338797814208,2614935353,197626174,32.048448,-96.47690899999999,47.38,68.3,6.792964810679617,6.0,1719814.0,48523.0,35443.0,69839.0,157660.0,49264.0,65825.0,5999.0,24006.0,25388.0,36787.0,1968.0,48143.0,28236.0,,,,,,,,,,,,,,48,349,1
48355,38.56010928961749,2171223718,847262030,27.738737,-97.51866,29.5,74.6,7.014120378673957,6.0,14743237.0,361350.0,40800.0,1619424.0,966616.0,473449.0,704825.0,110411.0,747326.0,358799.0,414179.0,417345.0,575769.0,582382.0,165439.0,91.9,82.7,9.2,1.8,2.2,0.2,1.2,2.7,3.6,24.0,40.6,31.8,48,355,0
48361,36.213114754098356,864488646,118488848,30.122322999999998,-93.8941,71.92,70.3,3.1210197236842085,6.0,3526795.0,84964.0,41509.0,221926.0,488428.0,66169.0,100380.0,4301.0,56140.0,27251.0,73278.0,5153.0,68203.0,50264.0,36301.0,94.4,85.5,8.9,0.4,1.8,0.3,1.9,1.2,2.4,24.6,40.1,32.8,48,361,0
